customer_id,age,gender,gdpr_email,gdpr_sms,gdpr_inapp,overdue_days,bank_segment,card_type,points_balance,tech_purchase_ratio,total_tx_count,is_control_group,send_channel,targeted,campaign_clicked,recency,frequency,monetary,churn_prob,is_churn_next_90d
100690,52,M,0,0,0,0.0,Mass Market,Standard Credit,210,0.14705882352941177,34,0,,0,0,6,34,2464.64,0.390013186989038,0
100691,77,M,1,0,1,0.0,Private Banking,Standard Credit,1091,0.14583333333333334,48,0,in_app,0,0,3,48,14963.72,0.3199671588626102,0
100692,50,M,1,1,1,123.0,Mass Market,Debit Plus,40,0.17073170731707318,41,0,sms,0,0,63,41,4369.88,0.505164199670987,0
100693,50,F,0,0,1,0.0,Private Banking,Standard Credit,2381,0.1951219512195122,41,0,in_app,1,0,62,41,13177.1,0.4687374084658825,0
100694,78,M,1,0,0,0.0,Mass Market,Gold Credit,1195,0.07894736842105263,38,0,email,0,0,13,38,3480.05,0.37832506489468504,0
100695,68,F,1,1,1,0.0,Student,Standard Credit,174,0.14285714285714285,49,0,sms,0,0,35,49,2093.06,0.40701309534588126,0
100696,60,X,0,1,1,0.0,Mass Market,Gold Credit,301,0.12195121951219512,41,0,sms,0,0,17,41,4974.61,0.39026113737579915,0
100697,54,F,0,1,1,0.0,Affluent,Debit Plus,433,0.23809523809523808,42,1,in_app,0,0,52,42,7340.63,0.46931300319136765,1
100698,29,F,1,0,0,0.0,Affluent,Standard Debit,329,0.3,50,0,email,1,0,14,50,7591.1900000000005,0.35046510406060405,1
100699,20,M,0,1,1,0.0,Student,Gold Credit,4,0.2,55,0,in_app,1,0,3,55,2818.4700000000003,0.3107596911886308,0
100700,18,F,0,0,1,0.0,Mass Market,Gold Credit,108,0.06521739130434782,46,0,in_app,0,0,3,46,3938.93,0.34139157927729646,0
100701,50,F,1,0,1,0.0,Affluent,Gold Credit,136,0.17142857142857143,35,0,email,1,0,69,35,10263.58,0.5396907840573393,0
100702,57,M,1,0,0,0.0,Student,Standard Debit,15,0.26666666666666666,45,0,email,1,0,34,45,2422.4700000000003,0.42119338992147864,1
100703,27,M,1,0,1,0.0,Student,Gold Credit,111,0.15,40,0,in_app,0,0,11,40,1725.3200000000002,0.3821002365576584,0
100704,60,F,0,0,1,3.0,Student,Standard Debit,173,0.2,35,0,in_app,1,0,31,35,1394.31,0.44736578814568695,0
100705,61,F,0,1,0,0.0,Mass Market,Standard Credit,593,0.06666666666666667,45,0,sms,0,0,77,45,3560.07,0.5166606231313544,1
100706,46,F,1,0,0,0.0,Mass Market,Standard Credit,43,0.0,44,0,email,0,0,65,44,1897.81,0.49923724618530346,0
100707,30,F,0,1,1,0.0,Mass Market,Gold Credit,462,0.20408163265306123,49,0,in_app,1,0,3,49,5972.85,0.3255341873593205,1
100708,29,F,1,0,0,0.0,Mass Market,Debit Plus,31,0.1875,32,0,email,1,0,47,32,4401.49,0.49879047075605704,1
100709,48,F,1,1,1,0.0,Mass Market,Debit Plus,142,0.10810810810810811,37,0,in_app,0,0,13,37,2183.05,0.3971950551398024,1
100710,63,M,1,0,1,0.0,Mass Market,Standard Credit,206,0.10204081632653061,49,0,email,0,0,11,49,4716.04,0.34857716729799176,1
100711,19,M,1,0,0,23.0,Student,Standard Credit,31,0.12727272727272726,55,0,email,0,0,16,55,2579.7599999999998,0.3417683865600598,1
100712,78,M,0,0,1,0.0,Mass Market,Standard Credit,607,0.12195121951219512,41,0,in_app,0,0,31,41,3289.48,0.4196318266255857,1
100713,68,F,1,1,1,0.0,Mass Market,Standard Credit,81,0.0,40,0,email,0,0,5,40,1774.22,0.3680433393924099,0
100714,67,F,0,1,1,0.0,Mass Market,Standard Credit,150,0.09090909090909091,44,0,sms,0,0,11,44,5157.83,0.3672479088766224,1
100715,52,F,1,0,1,53.0,Mass Market,Standard Credit,16,0.12727272727272726,55,0,in_app,0,0,5,55,5677.82,0.315416266479851,0
100716,40,M,1,1,1,0.0,Mass Market,Debit Plus,382,0.06521739130434782,46,0,sms,0,0,52,46,4357.04,0.4557682448841512,0
100717,34,F,0,0,1,43.0,Mass Market,Standard Credit,107,0.14634146341463414,41,0,in_app,0,0,1,41,3769.01,0.35443233280864117,0
100718,43,F,1,1,0,0.0,Mass Market,Standard Credit,241,0.06451612903225806,31,0,sms,0,0,13,31,1517.57,0.4171853002571724,1
100719,25,F,1,0,1,0.0,Private Banking,Standard Credit,1720,0.29545454545454547,44,1,email,0,0,7,44,11544.79,0.3347762518289778,0
100720,46,F,1,1,1,20.0,Mass Market,Gold Credit,226,0.02631578947368421,38,0,in_app,0,0,31,38,2982.88,0.43588148935570753,0
100721,43,M,0,0,0,0.0,Private Banking,Standard Credit,1061,0.20754716981132076,53,0,,0,0,62,53,15222.31,0.4450579497580932,1
100722,27,F,1,0,1,0.0,Mass Market,Standard Credit,65,0.10204081632653061,49,0,email,0,0,8,49,5094.98,0.3433793158387149,0
100723,43,M,1,1,1,0.0,Mass Market,Gold Credit,196,0.05263157894736842,38,0,in_app,0,0,14,38,2850.48,0.3952545438812802,1
100724,79,M,1,1,1,0.0,Mass Market,Standard Debit,653,0.08108108108108109,37,0,in_app,0,0,10,37,3302.15,0.38252458999463274,0
100725,51,F,1,1,1,8.0,Mass Market,Standard Credit,359,0.17647058823529413,51,0,sms,1,0,9,51,4868.55,0.33438052434524523,1
100726,68,F,0,0,1,43.0,Mass Market,Standard Credit,23,0.11363636363636363,44,0,in_app,0,0,12,44,3911.67,0.37150849348576576,0
100727,58,F,1,1,1,0.0,Affluent,Standard Debit,19,0.2,45,1,sms,0,0,33,45,7373.55,0.41871981678988857,0
100728,24,F,1,0,1,0.0,Student,Gold Credit,35,0.057692307692307696,52,0,email,0,0,21,52,1671.55,0.36450185276594393,0
100729,21,F,1,1,1,0.0,Student,Standard Debit,75,0.1111111111111111,45,0,in_app,0,0,40,45,2572.19,0.4348144306287874,1
100730,75,F,1,1,1,58.0,Affluent,Standard Credit,301,0.14,50,0,email,0,0,49,50,11509.18,0.4354129662232802,0
100731,70,F,0,1,0,0.0,Affluent,Debit Plus,966,0.2765957446808511,47,0,sms,1,1,51,47,10971.19,0.19129668499429542,1
100732,67,M,1,1,0,0.0,Mass Market,Debit Plus,537,0.17073170731707318,41,0,email,1,1,49,41,3596.11,0.21412708589701052,0
100733,62,M,0,1,1,0.0,Student,Standard Debit,31,0.17391304347826086,46,0,in_app,1,0,13,46,1760.24,0.3666648668913227,0
100734,28,M,1,0,1,0.0,Mass Market,Debit Plus,56,0.0784313725490196,51,0,in_app,0,0,2,51,2996.88,0.32187446201005127,1
100735,46,M,1,0,0,0.0,Mass Market,Standard Credit,500,0.11627906976744186,43,0,email,0,0,34,43,2029.11,0.4212899009943082,0
100736,73,M,0,1,1,0.0,Mass Market,Debit Plus,128,0.10638297872340426,47,0,sms,0,0,2,47,3768.18,0.3351141207967099,0
100737,53,M,1,0,0,0.0,Mass Market,Standard Credit,105,0.14893617021276595,47,0,email,0,0,14,47,3039.81,0.3644337846608406,0
100738,42,M,0,0,1,26.0,Mass Market,Debit Plus,87,0.05128205128205128,39,0,in_app,0,0,2,39,3763.25,0.36428121986065626,0
100739,38,X,0,1,0,0.0,Mass Market,Gold Credit,110,0.06382978723404255,47,0,sms,0,0,34,47,3983.9300000000003,0.412670320661812,1
100740,78,M,1,1,1,0.0,Mass Market,Debit Plus,224,0.1111111111111111,36,0,in_app,0,0,51,36,3025.42,0.491362582339722,0
100741,74,F,1,1,1,19.0,Mass Market,Debit Plus,114,0.23529411764705882,51,0,in_app,1,0,16,51,2188.04,0.3548482313121405,0
100742,53,M,0,1,1,0.0,Mass Market,Standard Debit,78,0.0851063829787234,47,0,sms,0,0,10,47,4016.66,0.3551642197241942,0
100743,27,F,1,0,1,0.0,Student,Standard Credit,68,0.16326530612244897,49,0,in_app,1,1,34,49,1622.33,0.15613766256007067,0
100744,54,M,1,0,1,0.0,Mass Market,Debit Plus,45,0.125,40,0,email,0,0,19,40,3853.61,0.4023827922627107,0
100745,26,M,1,1,1,106.0,Mass Market,Gold Credit,45,0.08620689655172414,58,0,email,0,0,31,58,6502.21,0.36708258522337317,1
100746,41,F,1,1,1,42.0,Affluent,Gold Credit,954,0.12,50,0,email,0,0,14,50,7521.77,0.3413847611868571,0
100747,52,M,0,0,1,0.0,Mass Market,Debit Plus,403,0.07547169811320754,53,0,in_app,0,0,8,53,5600.65,0.32418295212687825,0
100748,66,M,1,0,1,0.0,Affluent,Debit Plus,221,0.25,40,1,in_app,0,0,58,40,12656.56,0.49402866626018815,0
100749,52,M,1,0,1,0.0,Mass Market,Debit Plus,42,0.07142857142857142,42,0,in_app,0,0,4,42,5126.1900000000005,0.3590516367076765,1
100750,65,M,1,0,1,0.0,Mass Market,Debit Plus,222,0.1111111111111111,36,0,email,0,0,3,36,2725.0699999999997,0.37544961045141073,0
100751,53,M,1,1,1,0.0,Mass Market,Standard Credit,194,0.08163265306122448,49,0,sms,0,0,1,49,3750.87,0.32459692050918704,0
100752,35,M,1,0,1,0.0,Affluent,Debit Plus,474,0.07317073170731707,41,0,in_app,0,0,22,41,5511.61,0.3998249931543364,0
100753,66,F,0,0,1,0.0,Mass Market,Gold Credit,20,0.14285714285714285,42,0,in_app,0,0,66,42,4386.88,0.5091297188831125,1
100754,56,F,1,1,1,6.0,Mass Market,Standard Credit,19,0.09836065573770492,61,0,in_app,0,0,7,61,6045.3,0.2987750272798817,1
100755,49,F,0,0,1,0.0,Mass Market,Gold Credit,300,0.16326530612244897,49,0,in_app,1,0,39,49,4525.13,0.41484433397132614,0
100756,41,M,0,1,1,0.0,Affluent,Debit Plus,481,0.1836734693877551,49,1,in_app,0,0,68,49,5127.1,0.482262975853833,1
100757,40,F,1,1,1,0.0,Mass Market,Debit Plus,390,0.08333333333333333,36,0,email,0,0,13,36,2422.89,0.3971634036589282,0
100758,79,M,1,1,1,10.0,Mass Market,Standard Credit,171,0.12962962962962962,54,0,in_app,0,0,25,54,4053.44,0.36504494876255167,0
100759,49,M,1,1,0,0.0,Mass Market,Debit Plus,193,0.07142857142857142,42,0,email,0,0,118,42,4155.66,0.6322201447099589,0
100760,54,F,1,1,1,46.0,Student,Standard Credit,136,0.16,50,0,in_app,1,0,8,50,2755.54,0.3387763603168287,0
100761,29,M,0,1,1,0.0,Mass Market,Standard Debit,36,0.0625,48,0,in_app,0,0,4,48,4005.14,0.337710236570693,0
100762,66,M,0,1,1,0.0,Mass Market,Debit Plus,157,0.08571428571428572,35,0,in_app,0,0,19,35,2443.12,0.41861273767687807,0
100763,72,F,1,1,1,0.0,Mass Market,Gold Credit,12,0.08163265306122448,49,0,sms,0,0,13,49,5200.99,0.3562266236003989,0
100764,30,F,1,1,1,31.0,Student,Standard Debit,22,0.09523809523809523,42,0,in_app,0,0,45,42,2246.84,0.4583760241047572,1
100765,40,F,0,1,1,0.0,Mass Market,Gold Credit,32,0.10344827586206896,58,0,sms,0,0,42,58,4001.29,0.3938415046643259,0
100766,42,F,0,0,0,0.0,Student,Debit Plus,10,0.15217391304347827,46,0,,0,0,6,46,2315.23,0.3500617538514942,0
100767,52,X,1,1,0,0.0,Private Banking,Standard Credit,4095,0.2549019607843137,51,1,email,0,0,4,51,15108.28,0.26802457209714536,0
100768,58,M,1,1,0,0.0,Mass Market,Standard Credit,189,0.08928571428571429,56,0,sms,0,0,1,56,3928.1,0.299669563252177,0
100769,47,M,1,0,1,0.0,Mass Market,Debit Plus,445,0.03125,32,0,email,0,0,45,32,2766.74,0.48794473376209097,0
100770,34,M,0,0,1,0.0,Mass Market,Gold Credit,117,0.06818181818181818,44,0,in_app,0,0,70,44,2874.18,0.5102394282750422,1
100771,66,M,1,0,1,0.0,Mass Market,Standard Debit,182,0.14285714285714285,35,0,in_app,0,0,66,35,1850.3,0.5317760940102373,0
100772,79,M,1,1,0,0.0,Mass Market,Standard Credit,7,0.14,50,0,email,0,0,17,50,3786.05,0.3623896735207526,0
100773,37,F,1,1,1,0.0,Mass Market,Standard Credit,127,0.0392156862745098,51,0,email,0,0,58,51,4021.44,0.4561086355426854,0
100774,65,F,1,0,1,27.0,Mass Market,Debit Plus,166,0.14634146341463414,41,0,email,0,0,53,41,3148.06,0.479179013175659,0
100775,42,F,1,1,1,0.0,Affluent,Gold Credit,14,0.23728813559322035,59,0,in_app,1,0,53,59,17322.38,0.41710163827683994,0
100776,39,M,0,1,1,48.0,Private Banking,Standard Credit,2337,0.16666666666666666,48,0,sms,1,1,4,48,12721.06,0.05428004624670635,0
100777,30,F,1,1,0,0.0,Mass Market,Standard Debit,70,0.07142857142857142,42,0,email,0,0,29,42,2754.06,0.41903131077688427,0
100778,76,F,1,0,1,0.0,Student,Debit Plus,30,0.15384615384615385,39,0,email,0,0,70,39,1272.3799999999999,0.5293605548602106,0
100779,36,F,1,1,1,15.0,Mass Market,Standard Credit,153,0.2571428571428571,35,0,sms,1,0,19,35,3778.31,0.41867085187127007,0
100780,66,M,1,0,1,20.0,Affluent,Debit Plus,3883,0.14583333333333334,48,0,email,0,0,1,48,7246.400000000001,0.27457253330261183,0
100781,53,F,1,0,0,0.0,Affluent,Standard Debit,84,0.13953488372093023,43,0,email,0,0,20,43,5544.29,0.3935173520903012,0
100782,29,M,1,1,1,0.0,Private Banking,Gold Credit,1215,0.23809523809523808,42,0,email,1,0,35,42,12313.39,0.4168888762553684,0
100783,78,M,1,0,0,0.0,Affluent,Debit Plus,605,0.28,50,0,email,1,0,20,50,10462.56,0.36094797827074576,0
100784,58,M,1,0,1,0.0,Student,Standard Credit,4,0.14285714285714285,42,0,email,0,0,3,42,2543.12,0.35718826261720227,1
100785,36,F,1,0,0,0.0,Mass Market,Standard Debit,201,0.08888888888888889,45,0,email,0,0,24,45,2847.0299999999997,0.39433649051027087,0
100786,29,F,1,1,1,0.0,Student,Debit Plus,17,0.15217391304347827,46,0,email,0,0,4,46,1935.28,0.34512913613691204,0
100787,26,M,0,0,1,0.0,Private Banking,Standard Debit,164,0.26666666666666666,45,1,in_app,0,0,25,45,17311.28,0.39728950574559474,1
100788,24,M,0,1,1,0.0,Student,Standard Debit,10,0.22916666666666666,48,1,sms,0,0,2,48,1981.3700000000001,0.33325706095984475,1
100789,45,M,1,0,1,0.0,Mass Market,Standard Credit,347,0.08,50,0,in_app,0,0,1,50,5486.7699999999995,0.3188026240022652,0
100790,31,M,1,1,1,0.0,Mass Market,Gold Credit,22,0.08163265306122448,49,0,email,0,0,34,49,2618.36,0.4068059757955784,1
100791,48,M,0,1,0,0.0,Affluent,Standard Credit,503,0.23529411764705882,51,0,sms,1,0,31,51,10651.7,0.38542850996549144,0
100792,69,M,1,0,1,0.0,Mass Market,Standard Credit,43,0.07894736842105263,38,0,email,0,0,105,38,2105.07,0.6172841751017977,1
100793,36,F,0,0,1,0.0,Mass Market,Debit Plus,35,0.11627906976744186,43,0,in_app,0,0,28,43,3249.98,0.4135529224691875,1
100794,75,M,0,0,1,0.0,Mass Market,Debit Plus,46,0.08695652173913043,46,0,in_app,0,0,9,46,3335.94,0.3567851029135606,0
100795,64,M,1,1,1,0.0,Affluent,Standard Credit,543,0.20454545454545456,44,1,email,0,0,27,44,12987.31,0.40018553227277937,0
100796,33,M,1,1,0,17.0,Student,Standard Credit,14,0.07142857142857142,42,0,sms,0,0,6,42,2772.5299999999997,0.3642893539428165,1
100797,70,F,0,0,1,0.0,Affluent,Debit Plus,81,0.21428571428571427,28,0,in_app,1,0,23,28,4411.0599999999995,0.4543787431191179,1
100798,22,F,1,0,0,0.0,Mass Market,Standard Credit,323,0.11363636363636363,44,0,email,0,0,33,44,2600.56,0.4178745665875267,1
100799,52,F,1,0,0,0.0,Affluent,Standard Credit,621,0.30612244897959184,49,0,email,1,1,2,49,14975.35,0.07080868919504119,0
100800,29,M,1,1,1,37.0,Private Banking,Debit Plus,256,0.23404255319148937,47,0,in_app,1,0,60,47,16069.66,0.4733510849336545,0
100801,42,F,1,1,1,0.0,Affluent,Standard Credit,510,0.2222222222222222,36,0,sms,1,0,5,36,7134.28,0.37609630632958424,0
100802,69,M,0,0,0,0.0,Student,Standard Debit,4,0.21621621621621623,37,1,,0,0,19,37,2195.66,0.4136927484695142,1
100803,76,F,0,0,1,0.0,Mass Market,Standard Credit,174,0.13157894736842105,38,0,in_app,0,0,44,38,3648.6000000000004,0.4680379400663781,0
100804,38,F,0,1,1,87.0,Student,Debit Plus,21,0.1702127659574468,47,0,in_app,0,0,35,47,3258.73,0.41637882042423163,0
100805,53,F,1,0,1,0.0,Mass Market,Debit Plus,22,0.07142857142857142,56,0,email,0,0,11,56,4139.79,0.3262504202400228,1
100806,70,F,1,1,1,0.0,Mass Market,Gold Credit,41,0.08620689655172414,58,0,sms,0,0,8,58,4600.03,0.3115851438622096,0
100807,40,F,1,1,0,0.0,Mass Market,Gold Credit,85,0.10256410256410256,39,0,sms,0,0,26,39,3498.06,0.4222812914506059,1
100808,33,M,1,1,1,0.0,Student,Standard Credit,82,0.10416666666666667,48,0,sms,0,0,1,48,2234.2599999999998,0.32979554652359105,0
100809,74,F,1,1,1,0.0,Mass Market,Gold Credit,38,0.02564102564102564,39,0,sms,0,0,10,39,1834.26,0.38431679023954257,0
100810,56,M,0,1,0,0.0,Student,Standard Credit,6,0.12244897959183673,49,0,sms,0,0,7,49,2069.4700000000003,0.34182104126879853,1
100811,62,F,0,1,0,103.0,Affluent,Debit Plus,580,0.15555555555555556,45,0,sms,0,0,19,45,10911.0,0.37675287590564044,0
100812,70,M,1,1,1,0.0,Mass Market,Debit Plus,164,0.14285714285714285,49,0,email,0,0,22,49,3594.16,0.37575741464828627,0
100813,59,M,1,0,0,0.0,Mass Market,Debit Plus,19,0.19148936170212766,47,0,email,1,1,3,47,5336.46,0.08911319153108943,0
100814,75,M,1,1,1,0.0,Affluent,Gold Credit,268,0.2631578947368421,57,0,email,1,0,42,57,13426.7,0.39398419576662763,0
100815,56,M,1,1,0,0.0,Mass Market,Debit Plus,61,0.14285714285714285,42,0,sms,0,0,63,42,2435.29,0.5012876715790006,0
100816,31,F,0,1,1,0.0,Student,Standard Credit,10,0.1016949152542373,59,0,sms,0,0,22,59,2741.36,0.34228052541809184,0
100817,48,F,1,1,1,0.0,Student,Standard Debit,19,0.09302325581395349,43,0,in_app,0,0,23,43,1332.5,0.40170808456076507,1
100818,75,M,0,0,1,0.0,Mass Market,Standard Debit,8,0.11764705882352941,34,0,in_app,0,0,2,34,1581.83,0.3832861180570407,1
100819,22,M,1,1,1,0.0,Student,Debit Plus,53,0.15151515151515152,33,0,sms,0,0,32,33,1339.01,0.4586675300575016,0
100820,52,F,1,0,0,0.0,Mass Market,Debit Plus,893,0.14583333333333334,48,0,email,0,0,42,48,5951.73,0.41704671003573784,0
100821,40,M,0,0,1,0.0,Mass Market,Gold Credit,201,0.10416666666666667,48,0,in_app,0,0,3,48,4150.09,0.33289756711482577,1
100822,46,F,1,1,0,0.0,Affluent,Gold Credit,358,0.1694915254237288,59,0,email,1,0,61,59,10357.39,0.4314274890567142,1
100823,60,F,1,1,0,0.0,Mass Market,Standard Debit,220,0.10869565217391304,46,0,sms,0,0,1,46,3834.15,0.33493346395992485,0
100824,28,F,1,1,1,0.0,Affluent,Standard Credit,678,0.2222222222222222,36,0,in_app,1,0,106,36,5541.81,0.617616862822126,1
100825,35,F,1,1,0,0.0,Mass Market,Standard Credit,375,0.14634146341463414,41,0,sms,0,0,27,41,3521.7200000000003,0.41334061415152823,0
100826,64,M,0,0,1,0.0,Mass Market,Standard Debit,195,0.045454545454545456,44,0,in_app,0,0,34,44,2554.84,0.4221496797452681,0
100827,29,F,1,0,0,0.0,Student,Debit Plus,50,0.15384615384615385,39,0,email,0,0,40,39,2360.9,0.45660621577230864,0
100828,26,M,0,1,1,0.0,Mass Market,Gold Credit,50,0.05454545454545454,55,0,sms,0,0,28,55,3714.36,0.37047785138307476,1
100829,27,M,1,1,1,0.0,Student,Standard Credit,27,0.15789473684210525,38,1,email,0,0,15,38,848.33,0.40012532753153945,1
100830,75,F,1,1,1,0.0,Student,Gold Credit,21,0.15151515151515152,33,0,in_app,0,0,1,33,1658.53,0.38425321655949735,1
100831,61,M,0,0,1,74.0,Mass Market,Debit Plus,2,0.12195121951219512,41,0,in_app,0,0,11,41,3446.97,0.3801124197834113,1
100832,34,F,1,1,1,38.0,Mass Market,Standard Credit,75,0.1,50,0,sms,0,0,70,50,4480.01,0.4894210558875865,1
100833,78,F,1,1,1,0.0,Mass Market,Standard Debit,133,0.07317073170731707,41,0,in_app,0,0,8,41,3189.35,0.37096280310547974,0
100834,55,F,1,1,0,0.0,Student,Debit Plus,46,0.17073170731707318,41,0,email,1,0,45,41,2779.15,0.46159876750983386,0
100835,24,F,1,0,1,0.0,Student,Gold Credit,136,0.11627906976744186,43,0,email,0,0,29,43,1496.24,0.41450099799798806,0
100836,63,M,1,0,1,0.0,Private Banking,Gold Credit,410,0.15384615384615385,52,0,email,0,0,4,52,13379.8,0.31799084510932857,0
100837,30,M,1,1,1,0.0,Mass Market,Debit Plus,33,0.1276595744680851,47,0,email,0,0,12,47,3814.66,0.3606489222855001,1
100838,57,F,1,1,1,0.0,Private Banking,Standard Debit,3054,0.1875,48,0,email,1,0,2,48,13383.91,0.28903215902754775,0
100839,59,M,1,0,1,15.0,Mass Market,Standard Credit,569,0.06666666666666667,45,0,in_app,0,0,28,45,3790.56,0.398651820375001,0
100840,26,F,0,1,0,0.0,Mass Market,Standard Debit,134,0.058823529411764705,34,0,sms,0,0,15,34,3961.04,0.4128564871172682,0
100841,67,F,1,0,0,8.0,Mass Market,Standard Credit,24,0.13157894736842105,38,0,email,0,0,21,38,2504.09,0.41466166680052186,0
100842,44,F,0,1,1,0.0,Student,Standard Credit,33,0.25925925925925924,54,0,sms,1,1,59,54,2220.22,0.19917549233380932,0
100843,75,M,1,0,1,51.0,Student,Standard Debit,6,0.08888888888888889,45,0,in_app,0,0,7,45,1572.21,0.35610675555451277,0
100844,19,M,1,1,1,0.0,Mass Market,Gold Credit,429,0.10638297872340426,47,0,email,0,0,26,47,2281.98,0.38871204216146704,1
100845,22,M,0,0,1,0.0,Private Banking,Debit Plus,1847,0.16363636363636364,55,1,in_app,0,0,8,55,14091.78,0.29606087080851623,0
100846,46,M,1,0,1,64.0,Student,Gold Credit,14,0.17391304347826086,46,0,in_app,0,0,44,46,2147.14,0.4417910792706287,1
100847,54,F,0,0,0,0.0,Mass Market,Standard Debit,436,0.05714285714285714,35,0,,0,0,24,35,4282.27,0.42663656730402777,1
100848,55,M,1,0,1,0.0,Mass Market,Standard Debit,203,0.10416666666666667,48,0,in_app,0,0,26,48,5760.38,0.3884240655731854,0
100849,36,M,1,0,0,0.0,Mass Market,Standard Debit,613,0.09523809523809523,42,0,email,0,0,63,42,3633.52,0.4932679127529073,0
100850,25,M,1,1,1,0.0,Mass Market,Gold Credit,787,0.06382978723404255,47,0,sms,0,0,20,47,6333.76,0.3690180681401964,0
100851,65,F,1,0,1,0.0,Mass Market,Gold Credit,1,0.125,40,0,email,0,0,37,40,5264.41,0.44650030927058765,1
100852,62,F,0,0,1,0.0,Mass Market,Debit Plus,26,0.05263157894736842,38,0,in_app,0,0,32,38,3455.4100000000003,0.4412026580125045,0
100853,18,M,1,1,1,0.0,Student,Standard Credit,40,0.15789473684210525,38,0,sms,1,0,33,38,1569.73,0.4434147172693307,1
100854,39,M,0,0,1,0.0,Mass Market,Debit Plus,624,0.20588235294117646,34,0,in_app,1,1,18,34,2371.5,0.1629838751158449,1
100855,69,M,0,0,0,0.0,Mass Market,Debit Plus,1031,0.06382978723404255,47,0,,0,0,63,47,4418.83,0.46933783658180256,0
100856,34,M,1,1,1,0.0,Mass Market,Gold Credit,168,0.05128205128205128,39,0,in_app,0,0,5,39,1970.74,0.3703507842358129,0
100857,24,F,1,1,0,0.0,Mass Market,Debit Plus,38,0.09836065573770492,61,0,sms,0,0,11,61,3592.09,0.3081608206053121,0
100858,42,F,0,1,1,0.0,Student,Standard Debit,9,0.13333333333333333,30,0,sms,0,0,12,30,1944.03,0.42171189316613766,1
100859,62,M,0,1,1,0.0,Mass Market,Standard Debit,289,0.07317073170731707,41,0,in_app,0,0,96,41,2444.95,0.5812567359976225,0
100860,21,M,1,1,1,0.0,Mass Market,Standard Credit,179,0.21739130434782608,46,0,email,1,1,13,46,4194.13,0.11451464169881942,1
100861,53,X,1,1,1,0.0,Student,Standard Credit,40,0.125,56,0,in_app,0,0,20,56,3346.0,0.3477280368000415,0
100862,23,M,1,1,1,0.0,Affluent,Gold Credit,502,0.25,48,0,in_app,1,1,4,48,10716.22,0.08093993292402729,0
100863,77,F,0,1,1,31.0,Student,Gold Credit,65,0.1,40,0,in_app,0,0,63,40,1236.49,0.5083724145274657,0
100864,48,M,1,0,1,0.0,Mass Market,Standard Credit,390,0.07692307692307693,52,0,in_app,0,0,54,52,3725.5499999999997,0.4390543629411918,1
100865,36,F,0,1,1,0.0,Affluent,Standard Debit,289,0.28888888888888886,45,0,sms,1,1,37,45,7127.61,0.1744589444172222,0
100866,78,M,1,1,1,0.0,Student,Gold Credit,12,0.11627906976744186,43,0,sms,0,0,18,43,2524.37,0.38973248971496066,0
100867,61,F,1,1,1,0.0,Affluent,Standard Credit,887,0.2553191489361702,47,1,in_app,0,0,19,47,10237.06,0.36514975434319885,0
100868,71,X,1,1,1,0.0,Mass Market,Gold Credit,492,0.08,50,0,email,0,0,27,50,2084.4,0.3794979168227056,1
100869,56,M,1,0,0,40.0,Affluent,Standard Credit,342,0.22413793103448276,58,0,email,1,0,14,58,15557.11,0.3217048043574015,1
100870,44,M,1,0,1,0.0,Affluent,Gold Credit,254,0.16216216216216217,37,0,email,1,0,13,37,6383.47,0.39556785769682695,0
100871,27,M,1,0,0,0.0,Student,Debit Plus,13,0.17391304347826086,46,1,email,0,0,62,46,2334.71,0.48528386868879203,0
100872,43,M,1,1,1,0.0,Private Banking,Standard Credit,441,0.20512820512820512,39,0,in_app,1,1,17,39,7373.85,0.14536999771493703,0
100873,36,M,1,0,1,0.0,Mass Market,Gold Credit,29,0.06666666666666667,45,0,email,0,0,12,45,5874.2,0.36784989362274917,0
100874,56,M,1,1,1,0.0,Mass Market,Gold Credit,182,0.043478260869565216,46,0,sms,0,0,35,46,2688.7,0.41761115267138293,1
100875,79,F,0,1,0,0.0,Private Banking,Debit Plus,494,0.1875,48,0,sms,1,0,27,48,15388.02,0.3866117168683668,0
100876,20,M,1,1,1,0.0,Student,Standard Credit,48,0.13333333333333333,45,0,email,0,0,24,45,3191.01,0.3965593584457641,0
100877,62,M,1,1,0,48.0,Mass Market,Gold Credit,17,0.16666666666666666,48,0,email,1,0,34,48,3345.26,0.41045004710999694,0
100878,30,F,1,1,1,2.0,Student,Standard Debit,6,0.12121212121212122,33,0,in_app,0,0,74,33,1212.54,0.5607996472039262,1
100879,67,M,0,1,1,48.0,Mass Market,Standard Credit,154,0.20408163265306123,49,0,in_app,1,1,14,49,3939.66,0.10657902863668173,0
100880,45,F,1,0,1,0.0,Mass Market,Debit Plus,143,0.0,34,0,in_app,0,0,23,34,2762.85,0.4320494016774708,0
100881,79,M,0,1,1,0.0,Student,Standard Debit,16,0.1875,48,0,in_app,1,0,14,48,2390.46,0.3621553969146336,0
100882,75,F,0,1,1,0.0,Mass Market,Standard Credit,351,0.11363636363636363,44,0,in_app,0,0,27,44,4304.05,0.4029750136035944,0
100883,37,F,1,1,1,0.0,Mass Market,Standard Debit,41,0.07547169811320754,53,0,email,0,0,4,53,3384.9,0.3197804509705602,0
100884,45,F,1,0,1,37.0,Mass Market,Standard Debit,89,0.06666666666666667,45,0,in_app,0,0,6,45,3762.11,0.35248542708368114,0
